41461360,양지면,41461,용인시 처인구,65476.2,65476.2,False,"2050:02,2050:05,2050:06,2050:08,2050:12,2050:16,2050:17,2050:18,2050:25,D308:01,D308:09,S218:22,S218:26,S226:02",equal_split
41480101,금촌동,41480,파주시,15993.5,15993.5,False,"E400:03,E400:10,E400:11,S122:18,S124:11,S136:01",equal_split
41480102,아동동,41480,파주시,13711.0,13711.0,False,"E400:03,E400:06,E400:10,E400:11,S124:11",equal_split
41480104,야동동,41480,파주시,10149.3,10149.3,False,"E400:03,S122:14,S124:11,S124:12,S124:17",equal_split
41480105,검산동,41480,파주시,24385.1,24385.1,False,"S122:14,S124:11,S124:12,S124:13,S124:14,S124:16,S124:17,S124:20",equal_split
41480106,맥금동,41480,파주시,16063.8,16063.8,False,"S122:02,S122:14,S124:04,S124:12,S124:13,S124:14",equal_split
41480107,교하동,41480,파주시,12658.5,12658.5,False,"S122:02,S122:09,S122:14,S122:18,S136:01,S136:03",equal_split
41480108,야당동,41480,파주시,19499.3,19499.3,False,"D289:02,D289:07,S136:19",equal_split
41480109,다율동,41480,파주시,17707.2,17707.2,False,"S122:07,S122:09,S122:14,S122:16",equal_split
41480110,오도동,41480,파주시,4873.0,4873.0,False,"S122:02,S122:09,S122:14",equal_split
41480111,상지석동,41480,파주시,25137.8,25137.8,False,"2636:09,E400:17,S136:01,S136:02,S136:03,S136:19,S136:20",equal_split
41480112,산남동,41480,파주시,28316.8,28316.8,False,"2636:10,D289:04,D289:06,D289:11",equal_split
41480113,동패동,41480,파주시,43272.9,43272.9,False,"2636:01,2636:02,2636:21,D289:01,D289:02,D289:10,D289:11,S122:09",equal_split
41480114,당하동,41480,파주시,20325.7,20325.7,False,"S122:02,S122:12,S122:14,S122:18,S136:03,S136:08,S136:19",equal_split
41480115,문발동,41480,파주시,31618.5,31618.5,False,"2636:10,D289:01,D289:02,D289:11,D289:13,S122:03,S122:07,S122:12,S122:19",equal_split
41480116,송촌동,41480,파주시,9389.7,9389.7,False,"D289:13,S122:03,S122:09,S122:12",equal_split
41480117,목동동,41480,파주시,7965.3,7965.3,False,"D289:02,S122:09,S136:08",equal_split
41480118,하지석동,41480,파주시,8545.8,8545.8,False,"S122:02,S122:14,S122:18,S124:12",equal_split
41480119,서패동,41480,파주시,18720.9,18720.9,False,"2636:21,D289:01,D289:02,D289:10,D289:11",equal_split
41480120,신촌동,41480,파주시,20973.2,20973.2,False,"D289:01,D289:10,S122:03,S122:07,S122:12,S122:19",equal_split
41480121,연다산동,41480,파주시,10475.6,10475.6,False,"D289:13,S122:03,S122:07,S122:09",equal_split
41480122,와동동,41480,파주시,8004.5,8004.5,False,"S122:12,S136:01,S136:08",equal_split
41480123,금릉동,41480,파주시,13380.2,13380.2,False,"E400:06,E400:10,E400:11,E400:17,S136:01",equal_split
41480250,문산읍,41480,파주시,83105.6,83105.6,False,"2061:01,2061:02,2061:03,2061:05,2061:06,2061:07,2061:09,2061:10,2061:11,2061:14,2061:15,2061:16,2061:19,2061:22,S130:01,S130:02,S130:04,S130:05,S130:06,S130:07,S130:08",equal_split
41480253,파주읍,41480,파주시,65991.2,62184.8,True,"2061:06,2061:07,2061:14,D288:07,E400:16,S124:02,S124:07,S124:09,S130:01,S130:02,S130:03,S130:04,S130:05,S130:06,S130:07,S130:08,S130:09",equal_split
41480256,법원읍,41480,파주시,14366.6,14366.6,False,"2061:02,2061:03,2061:16,E400:16,S130:01,S130:05,S130:07,S130:08,S132:02",equal_split
41480262,조리읍,41480,파주시,123791.7,123791.7,False,"2635:16,2635:26,2636:09,E400:01,E400:02,E400:03,E400:04,E400:05,E400:06,E400:07,E400:08,E400:09,E400:10,E400:11,E400:12,E400:13,E400:14,E400:15,E400:17,E400:20,S136:01,S136:02,S136:03,S136:20",equal_split
41480310,월롱면,41480,파주시,79224.3,78107.3,True,"2061:05,2061:11,E400:03,E400:06,E400:09,E400:13,E400:14,E400:15,E400:16,S124:01,S124:02,S124:03,S124:04,S124:07,S124:08,S124:09,S124:11,S124:15,S124:16,S124:17,S124:18,S124:19,S124:20",equal_split
41480320,탄현면,41480,파주시,64268.8,54227.1,True,"2061:05,2061:19,S122:02,S122:03,S122:09,S122:12,S124:03,S124:04,S124:10,S124:12,S124:13,S124:14,S124:15,S124:16,S124:17,S124:19",equal_split
41480350,광탄면,41480,파주시,62171.0,62171.0,False,"E383:04,E400:04,E400:07,E400:08,E400:09,E400:12,E400:13,E400:14,E400:15,E400:16,S124:07,S132:14,S132:16",equal_split
41480360,파평면,41480,파주시,6110.1,6110.1,False,"2061:01,2061:02,2061:16,2061:22,2061:23,S130:01,S130:05",equal_split
41480380,군내면,41480,파주시,5303.7,5303.7,False,"2061:01,2061:10",equal_split
41480390,장단면,41480,파주시,5303.7,5303.7,False,"2061:01,2061:10",equal_split
41480400,진동면,41480,파주시,2443.2,2443.2,False,"2061:01,D292:05",equal_split
41480410,진서면,41480,파주시,5303.7,5303.7,False,"2061:01,2061:10",equal_split
41500101,창전동,41500,이천시,8756.6,8756.6,False,"2421:07,2421:23,2421:25,S218:02",equal_split
41500102,관고동,41500,이천시,9066.6,9015.3,True,"2421:23,S218:02,S218:09,S218:10,S218:16,S218:17",equal_split
41500103,중리동,41500,이천시,25276.3,12254.1,True,"2421:23,2421:25,S218:01,S218:02,S218:09,S218:10,S218:16,S218:17",equal_split
41500104,증일동,41500,이천시,6118.6,6067.3,True,"S218:09,S218:10,S218:17,S218:21",equal_split
41500105,율현동,41500,이천시,11385.7,11385.7,False,"2421:01,S218:02,S218:13,S218:21,S218:22",equal_split
